...1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID,ID2017,class.2017,class.2016,DOB.2017,DOB.2016,testdate,ageinyears
328,A0363,3,A,3A,Hindu,Friends,Friend1,1,31,F,63,NA,2,7,NA,7,6,7,7,7,2,7,7,8,NA,2,1,1,2,1,2,1,1,3,3,2,4,1,1,4,4,4,NA,NA,NA,NA,NA,1,3,3,2,M,Hindu,2,1,1,1,1,1,4,1,1,1,1,4,5,2,NA,NA,NA,NA,NA,1,2,1,4,7,1,7,1,0,1,A3,NA,NA,3A,NA,NA,1/14/2016,NA
333,A0364,3,A,3A,Muslim,Friends,Friend1,1,18,F,64,NA,4,7,NA,1,7,7,7,1,1,5,4,7,muslim,2,NA,1,NA,1,1,1,4,1,4,1,2,2,1,4,3,3,NA,NA,NA,NA,NA,1,1,5,3,M,Hindu,5,2,4,1,3,1,4,1,4,3,1,2,1,1,NA,NA,NA,NA,NA,3,1,3,3,7,2,7,4,0,0,A3,Z04B66,4B,3A,7/13/2007,NA,1/14/2016,8.512328767
339,A0366,3,A,3A,Hindu,Friends,Friend1,1,18,F,66,NA,4,6,NA,NA,3,7,6,6,5,4,4,7,soni,2,1,1,1,1,1,1,4,4,1,3,3,1,1,4,4,4,NA,NA,NA,NA,NA,2,1,4,5,M,Hindu,5,2,4,1,3,1,4,1,4,3,1,2,1,1,NA,NA,NA,NA,NA,3,1,3,3,7,2,7,4,0,1,A3,Z04B69,4B,3A,3/25/2008,NA,1/14/2016,7.810958904
345,B0246,3,B,3B,Hindu,Friends,Friend1,1,12,M,46,NA,1,7,NA,7,7,1,7,7,7,7,NA,8,NA,1,4,1,1,1,4,1,2,4,1,1,1,1,NA,6,7,6,NA,NA,NA,NA,NA,5,1,4,1,M,Muslim,NA,5,1,1,1,NA,4,NA,1,1,1,3,3,3,NA,NA,NA,NA,NA,NA,4,3,NA,7,1,NA,7,1,0,B3,Z03C42,3C,2B,8/10/2008,8/10/2008,1/14/2016,7.432876712
352,B0301,3,B,3B,Muslim,Friends,Friend1,1,18,M,1,NA,7,7,NA,4,NA,4,7,4,1,1,1,7,mnsuri,1,1,3,3,1,1,1,2,1,1,1,1,2,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,M,Muslim,3,1,1,1,1,1,4,1,1,1,1,4,1,1,NA,NA,NA,NA,NA,2,5,2,1,7,1,1,7,1,1,B3,Z04C01,4C,3B,3/27/2008,NA,1/14/2016,7.805479452
353,B0302,3,B,3B,Muslim,Friends,Friend1,1,2,M,2,NA,1,NA,NA,1,2,NA,NA,2,1,3,NA,8,Baria,1,1,1,2,3,3,1,2,5,2,5,3,2,2,6,6,6,NA,NA,NA,NA,NA,2,1,2,3,M,Muslim,1,1,2,3,3,1,5,2,5,3,2,6,6,6,NA,NA,NA,NA,NA,2,1,2,3,1,NA,1,2,1,1,B3,NA,NA,3B,NA,NA,1/14/2016,NA
360,B0303,3,B,3B,Hindu,Friends,Friend1,1,13,M,3,NA,1,2,NA,NA,1,1,1,NA,1,NA,NA,8,NA,1,1,2,1,1,2,1,2,5,1,1,4,1,4,4,4,4,NA,NA,NA,NA,NA,1,5,1,5,M,Hindu,2,2,2,1,2,1,2,1,5,2,1,2,2,2,NA,NA,NA,NA,NA,4,2,NA,3,NA,1,7,2,1,1,B3,Z04C03,4C,3B,5/5/2008,NA,1/14/2016,7.698630137
363,B0304,3,B,3B,Muslim,Friends,Friend1,1,1,M,4,NA,6,5,NA,1,6,6,6,2,1,5,1,7,unintelligebl,1,1,1,1,1,1,1,4,4,1,1,2,2,1,4,1,4,NA,NA,NA,NA,NA,1,1,3,2,M,Muslim,1,3,3,1,1,1,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,7,7,4,NA,1,1,B3,Z04C04,4C,3B,5/1/2007,NA,1/14/2016,8.712328767
370,B0305,3,B,3B,Hindu,Friends,Friend1,1,6,M,5,NA,7,6,NA,6,5,5,7,7,6,7,6,8,NA,1,2,1,1,1,1,1,2,1,1,1,3,1,NA,4,4,4,NA,NA,NA,NA,NA,1,1,1,2,M,Hindu,4,1,1,1,1,1,3,NA,2,4,1,5,2,1,NA,NA,NA,NA,NA,1,1,5,5,7,1,7,1,1,1,B3,Z04C05,4C,3B,10/7/2007,NA,1/14/2016,8.276712329
377,B0306,3,B,3B,Hindu,Friends,Friend1,1,5,M,6,NA,7,1,NA,7,1,7,6,2,3,7,4,8,NA,1,4,1,1,1,1,1,4,3,NA,2,4,1,1,5,2,1,NA,NA,NA,NA,NA,1,1,5,5,M,Hindu,2,1,1,1,1,1,1,1,1,3,NA,4,4,4,NA,NA,NA,NA,NA,1,1,1,2,7,6,6,5,1,1,B3,Z04C06,4C,3B,1/30/2007,NA,1/14/2016,8.961643836
383,B0307,3,B,3B,Hindu,Friends,Friend1,1,24,M,7,NA,7,7,NA,7,1,7,7,7,4,6,1,2,NA,1,3,1,1,1,4,1,4,4,1,5,3,1,1,4,2,1,NA,NA,NA,NA,NA,1,3,5,3,M,Hindu,1,4,1,1,2,1,3,1,2,5,1,2,4,2,NA,NA,NA,NA,NA,1,1,4,5,7,1,7,1,1,1,B3,NA,NA,3B,NA,NA,1/14/2016,NA
389,B0308,3,B,3B,Muslim,Friends,Friend1,1,4,M,8,NA,7,4,NA,4,7,7,7,4,6,4,4,NA,NA,1,3,2,1,1,3,1,1,4,3,1,1,2,NA,4,3,2,NA,NA,NA,NA,NA,1,1,5,3,M,Muslim,1,1,1,1,1,1,4,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,1,1,3,2,6,5,1,6,1,1,B3,Z04C08,4C,3B,11/6/2007,NA,1/14/2016,8.194520548
394,B0309,3,B,3B,Muslim,Friends,Friend1,1,8,M,9,NA,6,2,NA,1,6,6,6,NA,1,6,1,7,NA,1,1,2,1,1,1,1,4,NA,1,1,NA,2,1,7,6,6,NA,NA,NA,NA,NA,4,5,1,1,M,Muslim,3,2,1,1,3,1,4,3,1,1,NA,4,3,2,NA,NA,NA,NA,NA,1,1,5,3,7,4,4,7,1,1,B3,Z04C09,4C,3B,1/14/2008,NA,1/14/2016,8.005479452
400,B0310,3,B,3B,Hindu,Friends,Friend1,1,7,M,10,NA,7,1,NA,7,1,7,7,4,6,7,7,8,NA,1,2,1,2,1,1,1,1,4,1,1,1,1,NA,4,1,4,NA,NA,NA,NA,NA,1,1,NA,2,M,Hindu,3,1,1,1,4,1,4,1,5,3,1,4,2,1,NA,NA,NA,NA,NA,1,3,5,3,7,7,7,1,1,1,B3,Z04C10,4C,3B,8/19/2007,NA,1/14/2016,8.410958904
407,B0311,3,B,3B,Hindu,Friends,Friend1,1,10,M,11,NA,7,1,NA,7,4,7,7,1,4,7,1,8,NA,1,1,5,3,5,5,1,3,1,1,4,2,1,1,4,1,1,NA,NA,NA,NA,NA,1,1,5,5,M,Hindu,2,1,2,1,1,1,4,1,1,1,NA,4,1,4,NA,NA,NA,NA,NA,1,1,NA,2,7,1,7,1,1,1,B3,NA,NA,3B,NA,NA,1/14/2016,NA
411,B0312,3,B,3B,Muslim,Friends,Friend1,1,1,M,12,NA,7,1,NA,NA,7,7,6,7,1,1,7,8,NA,1,NA,5,1,1,1,NA,2,4,NA,1,1,2,1,3,3,3,NA,NA,NA,NA,NA,NA,4,3,NA,M,Muslim,1,3,3,1,1,1,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,7,7,4,NA,1,1,B3,Z04C11,4C,3B,5/12/2008,NA,1/14/2016,7.679452055
418,B0313,3,B,3B,Hindu,Friends,Friend1,1,3,M,13,NA,NA,1,NA,7,2,7,7,NA,6,1,7,2,NA,1,2,2,2,1,2,1,NA,2,1,5,2,1,1,2,2,2,NA,NA,NA,NA,NA,4,2,NA,3,M,Hindu,1,2,1,1,2,1,5,1,1,4,4,4,4,4,NA,NA,NA,NA,NA,1,5,1,5,1,2,NA,1,1,1,B3,NA,NA,3B,NA,NA,1/14/2016,NA
425,B0314,3,B,3B,Muslim,Friends,Friend1,1,3,M,14,NA,7,7,NA,1,7,4,7,7,1,4,7,8,NA,1,1,1,1,1,1,1,2,3,1,1,1,2,1,4,2,4,NA,NA,NA,NA,NA,NA,5,5,5,M,Hindu,1,2,1,1,2,1,5,1,1,4,4,4,4,4,NA,NA,NA,NA,NA,1,5,1,5,1,2,NA,1,1,0,B3,Z04C12,4C,3B,7/12/2007,NA,1/14/2016,8.515068493
432,B0315,3,B,3B,Muslim,Friends,Friend1,1,4,M,15,NA,7,3,NA,1,7,6,7,2,6,6,6,7,NA,1,1,1,1,1,1,1,4,2,1,1,4,2,1,4,2,4,NA,NA,NA,NA,NA,1,1,3,2,M,Muslim,1,1,1,1,1,1,4,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,1,1,3,2,6,5,1,6,1,1,B3,Z04C13,4C,3B,11/7/2007,NA,1/14/2016,8.191780822
439,B0316,3,B,3B,Muslim,Friends,Friend1,1,10,M,16,NA,7,NA,NA,7,NA,7,NA,1,7,1,4,3,voishya,2,2,2,1,3,1,1,3,4,2,4,2,2,3,3,3,4,NA,NA,NA,NA,NA,NA,1,2,5,M,Hindu,2,1,2,1,1,1,4,1,1,1,NA,4,1,4,NA,NA,NA,NA,NA,1,1,NA,2,7,1,7,1,1,0,B3,NA,NA,3B,NA,NA,1/14/2016,NA
441,B0317,3,B,3B,Muslim,Friends,Friend1,1,1,M,17,NA,7,1,NA,1,7,4,7,7,1,4,7,7,jamati,1,5,2,3,1,4,1,2,1,5,4,1,2,1,7,1,6,NA,NA,NA,NA,NA,1,1,2,5,M,Muslim,1,3,3,1,1,1,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,7,7,4,NA,1,1,B3,Z04C14,4C,3B,8/28/2007,NA,1/14/2016,8.38630137
448,B0318,3,B,3B,Muslim,Friends,Friend1,1,1,M,18,NA,7,1,NA,1,7,5,7,5,1,1,5,7,sunni,1,3,1,1,1,1,1,2,4,1,1,1,2,1,4,1,1,NA,NA,NA,NA,NA,2,5,2,1,M,Muslim,1,3,3,1,1,1,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,7,7,4,NA,1,1,B3,Z04C15,4C,3B,10/24/2007,NA,1/14/2016,8.230136986
451,B0319,3,B,3B,Hindu,Friends,Friend1,1,4,M,19,NA,NA,6,NA,NA,NA,1,NA,3,NA,NA,6,8,NA,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,1,NA,7,6,7,NA,NA,NA,NA,NA,2,NA,NA,NA,M,Muslim,1,1,1,1,1,1,4,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,1,1,3,2,6,5,1,6,1,0,B3,Z04C17,4C,3B,5/9/2008,NA,1/14/2016,7.687671233
458,B0320,3,B,3B,Muslim,Friends,Friend1,1,14,M,20,NA,7,1,NA,1,7,2,7,7,1,NA,2,7,sunni,1,1,1,1,4,1,1,2,4,1,1,1,2,1,4,1,1,NA,NA,NA,NA,NA,4,5,1,1,M,Muslim,1,1,1,1,1,1,3,1,1,1,1,4,2,4,NA,NA,NA,NA,NA,NA,5,5,5,7,7,1,7,1,1,B3,Z04C18,4C,3B,2/15/2007,NA,1/14/2016,8.917808219
460,B0321,3,B,3B,Muslim,Friends,Friend1,1,4,M,21,NA,7,1,NA,2,7,1,2,1,5,2,2,7,suni,1,5,2,1,1,1,1,2,2,1,1,5,2,1,5,NA,7,NA,NA,NA,NA,NA,1,1,5,5,M,Muslim,1,1,1,1,1,1,4,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,1,1,3,2,6,5,1,6,1,1,B3,Z04C19,4C,3B,3/31/2008,NA,1/14/2016,7.794520548
464,B0322,3,B,3B,Hindu,Friends,Friend1,1,8,M,22,NA,7,6,NA,7,6,7,5,6,7,6,4,8,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,NA,NA,NA,NA,NA,2,NA,NA,5,M,Muslim,3,2,1,1,3,1,4,3,1,1,NA,4,3,2,NA,NA,NA,NA,NA,1,1,5,3,7,4,4,7,1,0,B3,Z04C20,4C,3B,9/1/2007,NA,1/14/2016,8.375342466
467,B0323,3,B,3B,Hindu,Friends,Friend1,1,7,M,23,NA,6,2,NA,7,3,7,7,3,3,5,7,NA,mistry,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,4,1,NA,NA,NA,NA,NA,1,4,1,1,M,Hindu,3,1,1,1,4,1,4,1,5,3,1,4,2,1,NA,NA,NA,NA,NA,1,3,5,3,7,7,7,1,1,1,B3,Z04C21,4C,3B,3/1/2007,NA,1/14/2016,8.879452055
474,B0324,3,B,3B,Hindu,Friends,Friend1,1,7,M,24,NA,7,1,NA,7,1,6,6,4,4,1,4,8,NA,1,1,4,1,1,2,1,1,3,1,2,5,1,1,2,4,2,NA,NA,NA,NA,NA,1,1,4,5,M,Hindu,3,1,1,1,4,1,4,1,5,3,1,4,2,1,NA,NA,NA,NA,NA,1,3,5,3,7,7,7,1,1,1,B3,Z04C22,4C,3B,4/26/2007,NA,1/14/2016,8.726027397
479,B0325,3,B,3B,Muslim,Friends,Friend1,1,7,M,25,NA,7,1,NA,1,7,1,1,1,1,7,7,8,NA,NA,5,5,1,1,1,1,1,4,1,1,NA,2,NA,1,1,1,NA,NA,NA,NA,NA,1,3,1,3,M,Hindu,3,1,1,1,4,1,4,1,5,3,1,4,2,1,NA,NA,NA,NA,NA,1,3,5,3,7,7,7,1,1,0,B3,Z04C23,4C,3B,7/16/2007,NA,1/14/2016,8.504109589
486,B0326,3,B,3B,Muslim,Friends,Friend1,1,1,M,26,NA,7,6,NA,5,7,2,5,3,7,5,7,8,NA,1,3,3,4,3,2,2,2,3,2,4,4,2,2,1,2,3,NA,NA,NA,NA,NA,1,3,1,3,M,Muslim,1,3,3,1,1,1,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,7,7,4,NA,1,1,B3,Z04C24,4C,3B,1/10/2008,NA,1/14/2016,8.016438356
493,B0327,3,B,3B,Hindu,Friends,Friend1,1,8,M,27,NA,7,1,NA,6,1,6,7,2,1,4,1,8,NA,1,1,1,1,2,2,1,1,1,NA,5,2,1,1,4,2,4,NA,NA,NA,NA,NA,1,1,2,1,M,Muslim,3,2,1,1,3,1,4,3,1,1,NA,4,3,2,NA,NA,NA,NA,NA,1,1,5,3,7,4,4,7,1,0,B3,Z04C25,4C,3B,3/19/2008,NA,1/14/2016,7.82739726
499,B0328,3,B,3B,Hindu,Friends,Friend1,1,10,M,28,NA,7,7,NA,6,1,7,7,7,7,1,7,2,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,NA,NA,NA,NA,NA,1,2,1,3,M,Hindu,2,1,2,1,1,1,4,1,1,1,NA,4,1,4,NA,NA,NA,NA,NA,1,1,NA,2,7,1,7,1,1,1,B3,NA,NA,3B,NA,NA,1/14/2016,NA
507,B0329,3,B,3B,Hindu,Friends,Friend1,1,17,M,29,NA,6,4,NA,6,3,4,1,6,5,4,6,8,patel,1,1,1,1,1,2,1,1,3,1,1,5,1,1,2,3,2,NA,NA,NA,NA,NA,NA,1,2,5,M,Muslim,5,2,3,1,4,1,1,5,4,1,1,7,1,6,NA,NA,NA,NA,NA,1,1,2,5,7,1,1,7,1,0,B3,Z04C26,4C,3B,11/22/2007,NA,1/14/2016,8.150684932
510,B0330,3,B,3B,Hindu,Friends,Friend1,1,5,M,30,NA,NA,2,NA,7,4,7,6,1,1,7,4,8,NA,NA,4,1,1,1,1,3,1,5,2,2,4,1,1,2,4,4,NA,NA,NA,NA,NA,1,1,1,5,M,Hindu,2,1,1,1,1,1,1,1,1,3,NA,4,4,4,NA,NA,NA,NA,NA,1,1,1,2,7,6,6,5,1,1,B3,Z04C27,4C,3B,5/13/2008,NA,1/14/2016,7.676712329
514,B0331,3,B,3B,Muslim,Friends,Friend1,1,9,M,31,NA,7,7,NA,4,7,4,7,4,1,4,7,7,NA,2,1,1,1,1,1,3,4,4,1,NA,1,2,NA,4,1,4,NA,NA,NA,NA,NA,5,1,5,5,M,Muslim,1,2,1,1,1,1,NA,1,1,NA,1,7,6,6,NA,NA,NA,NA,NA,4,5,1,1,6,2,1,6,1,1,B3,NA,NA,3B,NA,NA,1/14/2016,NA
521,B0332,3,B,3B,Muslim,Friends,Friend1,1,1,M,32,NA,6,5,NA,1,6,1,5,5,5,5,3,8,pathan,1,2,1,1,1,1,1,2,3,5,5,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,3,3,M,Muslim,1,3,3,1,1,1,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,7,7,4,NA,1,1,B3,Z04C29,4C,3B,2/2/2008,NA,1/14/2016,7.953424658
528,B0333,3,B,3B,Hindu,Friends,Friend1,1,5,M,33,NA,7,1,NA,7,1,7,7,1,6,1,5,8,NA,1,1,1,1,2,1,1,2,4,1,5,1,1,1,4,NA,1,NA,NA,NA,NA,NA,1,1,2,5,M,Hindu,2,1,1,1,1,1,1,1,1,3,NA,4,4,4,NA,NA,NA,NA,NA,1,1,1,2,7,6,6,5,1,1,B3,Z04C30,4C,3B,4/24/2008,NA,1/14/2016,7.728767123
533,B0334,3,B,3B,Hindu,Friends,Friend1,1,7,M,34,NA,7,5,NA,6,5,7,7,3,3,3,7,8,NA,1,3,3,1,1,2,2,4,1,1,1,5,1,1,2,1,1,NA,NA,NA,NA,NA,5,5,2,5,M,Hindu,3,1,1,1,4,1,4,1,5,3,1,4,2,1,NA,NA,NA,NA,NA,1,3,5,3,7,7,7,1,1,1,B3,NA,NA,3B,NA,NA,1/14/2016,NA
540,B0335,3,B,3B,Hindu,Friends,Friend1,1,7,M,35,NA,7,7,NA,7,1,7,1,1,1,1,6,6,NA,1,1,1,1,1,1,1,1,3,1,4,1,1,1,2,3,7,NA,NA,NA,NA,NA,1,1,5,5,M,Hindu,3,1,1,1,4,1,4,1,5,3,1,4,2,1,NA,NA,NA,NA,NA,1,3,5,3,7,7,7,1,1,1,B3,Z04C31,4C,3B,6/7/2006,NA,1/14/2016,9.610958904
544,B0336,3,B,3B,Hindu,Friends,Friend1,1,4,M,36,NA,6,5,NA,NA,1,NA,7,1,2,5,NA,8,NA,1,2,1,1,1,2,1,2,4,3,1,4,1,1,7,3,1,NA,NA,NA,NA,NA,1,4,5,5,M,Muslim,1,1,1,1,1,1,4,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,1,1,3,2,6,5,1,6,1,0,B3,Z04C32,4C,3B,9/17/2006,NA,1/14/2016,9.331506849
551,B0337,3,B,3B,Muslim,Friends,Friend1,1,1,M,37,NA,7,7,NA,1,7,7,7,1,7,7,4,NA,JAMATI,2,2,1,1,1,2,1,1,5,1,4,2,2,1,4,3,NA,NA,NA,NA,NA,NA,2,1,3,5,M,Muslim,1,3,3,1,1,1,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,7,7,4,NA,1,1,B3,Z04C34,4C,3B,11/2/2007,NA,1/14/2016,8.205479452
556,B0338,3,B,3B,Muslim,Friends,Friend1,1,1,M,38,NA,7,4,NA,1,7,7,6,1,5,7,7,7,NA,1,1,2,1,1,1,1,2,3,2,1,2,2,1,4,1,4,NA,NA,NA,NA,NA,1,1,5,5,M,Muslim,1,3,3,1,1,1,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,7,7,4,NA,1,1,B3,Z04B32,4B,3B,10/20/2007,NA,1/14/2016,8.24109589
563,B0339,3,B,3B,Muslim,Friends,Friend1,1,1,M,39,NA,7,1,NA,2,7,6,6,1,1,6,1,7,shaikh,1,1,1,3,1,2,1,2,4,5,1,2,2,1,4,2,2,NA,NA,NA,NA,NA,5,5,1,3,M,Muslim,1,3,3,1,1,1,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,7,7,4,NA,1,1,B3,Z04C35,4C,3B,2/28/2007,NA,1/14/2016,8.882191781
568,B0340,3,B,3B,Muslim,Friends,Friend1,1,3,M,40,NA,7,7,NA,2,7,7,6,2,5,2,6,7,shaikh,1,1,1,1,2,2,2,2,1,1,1,NA,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,3,5,M,Hindu,1,2,1,1,2,1,5,1,1,4,4,4,4,4,NA,NA,NA,NA,NA,1,5,1,5,1,2,NA,1,1,0,B3,Z04C36,4C,3B,4/1/2008,NA,1/14/2016,7.791780822
575,B0341,3,B,3B,Muslim,Friends,Friend1,1,1,M,41,NA,7,1,NA,1,7,4,7,4,4,7,1,7,shaikh,1,2,1,2,1,1,1,2,1,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,1,1,5,5,M,Muslim,1,3,3,1,1,1,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,7,7,4,NA,1,1,B3,Z04C37,4C,3B,10/22/2007,NA,1/14/2016,8.235616438
579,B0342,3,B,3B,Hindu,Friends,Friend1,1,3,M,42,NA,7,5,NA,7,5,5,6,5,5,1,7,8,NA,1,1,1,1,1,1,1,4,1,1,2,1,1,NA,7,2,1,NA,NA,NA,NA,NA,1,NA,2,2,M,Hindu,1,2,1,1,2,1,5,1,1,4,4,4,4,4,NA,NA,NA,NA,NA,1,5,1,5,1,2,NA,1,1,1,B3,Z04C38,4C,3B,2/14/2007,NA,1/14/2016,8.920547945
586,B0343,3,B,3B,Hindu,Friends,Friend1,1,1,M,43,NA,6,1,NA,7,4,1,6,NA,6,7,6,8,NA,2,1,1,1,1,1,NA,1,4,3,5,2,1,1,3,2,3,NA,NA,NA,NA,NA,1,3,NA,3,M,Muslim,1,3,3,1,1,1,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,7,7,4,NA,1,0,B3,Z04C39,4C,3B,1/23/2008,NA,1/14/2016,7.980821918
591,B0344,3,B,3B,Muslim,Friends,Friend1,1,1,M,44,NA,1,6,NA,3,7,1,6,2,2,6,6,8,NA,1,2,1,1,5,2,4,4,4,1,2,2,2,1,4,1,2,NA,NA,NA,NA,NA,2,1,1,3,M,Muslim,1,3,3,1,1,1,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,7,7,4,NA,1,1,B3,Z04C40,4C,3B,8/21/2007,NA,1/14/2016,8.405479452
594,B0345,3,B,3B,Hindu,Friends,Friend1,1,25,M,45,NA,7,6,NA,6,5,5,7,7,6,7,6,8,NA,1,2,1,1,1,1,1,2,1,1,1,3,1,NA,4,4,4,NA,NA,NA,NA,NA,1,1,1,3,M,Muslim,5,5,1,1,1,1,4,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,3,1,3,7,1,1,7,1,0,B3,Z04C41,4C,3B,2/1/2008,NA,1/14/2016,7.956164384
597,B0347,3,B,3B,Muslim,Friends,Friend1,1,1,M,47,NA,7,6,NA,1,7,1,6,6,6,4,6,8,NA,1,3,2,2,2,2,1,2,3,1,1,4,2,1,4,4,4,NA,NA,NA,NA,NA,2,NA,NA,5,M,Muslim,1,3,3,1,1,1,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,1,1,5,3,7,7,4,NA,1,1,B3,Z04B40,4B,3B,8/10/2007,NA,1/14/2016,8.435616438
601,B0348,3,B,3B,Muslim,Friends,Friend1,1,59,F,48,NA,1,7,NA,4,7,7,7,1,1,4,1,7,NA,2,1,1,1,1,1,1,2,1,1,4,5,2,1,1,1,1,NA,NA,NA,NA,NA,3,1,5,5,F,Hindu,2,2,1,1,1,1,3,1,4,2,1,4,3,3,NA,NA,NA,NA,NA,1,1,5,2,5,7,1,2,1,0,B3,Z04C42,4C,3B,6/9/2005,NA,1/14/2016,10.60547945
608,B0349,3,B,3B,other,Friends,Friend1,1,50,F,49,NA,1,7,NA,NA,5,1,7,5,1,7,5,1,NA,2,4,1,1,1,4,1,1,4,5,1,4,3,NA,4,2,2,NA,NA,NA,NA,NA,4,4,5,4,F,Hindu,2,2,1,2,1,3,3,1,2,4,1,4,3,4,NA,NA,NA,NA,NA,2,1,4,5,5,7,7,2,1,0,B3,Z04C43,4C,3B,11/24/2007,NA,1/14/2016,8.145205479
611,B0350,3,B,3B,Hindu,Friends,Friend1,1,49,F,50,NA,5,7,NA,7,2,4,6,2,7,4,7,8,NA,2,2,2,1,2,1,3,1,3,1,2,4,1,1,4,3,4,NA,NA,NA,NA,NA,2,1,4,5,F,other,4,1,1,1,4,1,4,5,1,4,NA,4,2,2,NA,NA,NA,NA,NA,4,4,5,4,1,7,NA,5,1,0,B3,Z04C44,4C,3B,3/9/2008,NA,1/14/2016,7.854794521
618,B0351,3,B,3B,Hindu,Friends,Friend1,1,53,F,51,NA,4,7,NA,7,2,7,7,1,2,6,1,8,NA,2,1,1,1,1,1,1,1,4,4,3,2,1,1,4,2,1,NA,NA,NA,NA,NA,1,1,3,5,F,Hindu,1,1,1,1,1,1,4,1,3,1,1,3,2,2,NA,NA,NA,NA,NA,1,5,5,5,4,7,7,2,1,1,B3,Z04C45,4C,3B,7/5/2007,NA,1/14/2016,8.534246575
625,B0352,3,B,3B,Muslim,Friends,Friend1,1,48,F,52,NA,7,7,NA,1,7,4,7,7,1,4,7,8,NA,2,1,1,1,1,1,1,2,4,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,4,4,5,5,F,Muslim,1,1,1,1,1,1,1,1,4,5,1,1,1,1,NA,NA,NA,NA,NA,3,1,5,5,1,7,4,7,1,1,B3,Z04B47,4B,3B,8/3/2007,NA,1/14/2016,8.454794521
627,B0353,3,B,3B,Hindu,Friends,Friend1,1,50,F,53,NA,4,7,NA,7,2,7,7,2,4,2,6,1,NA,2,1,1,1,1,1,1,2,4,1,3,1,1,1,3,2,2,NA,NA,NA,NA,NA,1,5,5,5,F,Hindu,2,2,1,2,1,3,3,1,2,4,1,4,3,4,NA,NA,NA,NA,NA,2,1,4,5,5,7,7,2,1,1,B3,NA,NA,3B,NA,NA,1/14/2016,NA
634,B0354,3,B,3B,Muslim,Friends,Friend1,1,51,F,54,NA,1,7,NA,1,7,7,7,1,1,1,7,5,sone,2,1,NA,5,3,1,3,1,2,1,1,1,2,1,2,5,4,NA,NA,NA,NA,NA,1,5,1,5,F,Hindu,1,1,1,1,1,1,4,4,3,2,1,4,2,1,NA,NA,NA,NA,NA,1,1,3,5,4,7,7,2,1,0,B3,NA,NA,3B,NA,NA,1/14/2016,NA
