...1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID,ID2017,class.2017,class.2016,DOB.2017,DOB.2016,testdate,ageinyears
6280,C0834,8,C,8C,Muslim,Friends,Friend1,1,2,M,34,1,6,4,7,1,7,7,4,3,4,2,3,6,NA,1,2,2,1,1,1,2,2,4,2,1,1,2,1,4,1,4,3,1,1,2,2,1,2,1,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8,Z09A31,9A,8C,5/28/2002,NA,1/14/2016,13.64109589
6287,C0836,8,C,8C,Hindu,Friends,Friend1,1,4,M,36,3,7,3,4,6,6,6,7,5,6,5,5,8,NA,1,3,1,1,1,2,1,2,4,1,4,3,1,2,6,4,4,2,1,1,3,1,2,1,5,5,M,Muslim,1,1,1,1,3,1,2,1,1,2,1,4,2,2,1,1,2,2,1,2,1,4,3,6,5,7,7,1,0,C8,NA,NA,8C,NA,NA,1/14/2016,NA
6294,C0838,8,C,8C,Hindu,Friends,Friend1,1,8,M,38,6,6,6,7,6,6,6,6,6,7,6,4,4,Shudra,1,4,2,3,1,4,1,NA,3,2,5,3,1,3,4,4,4,1,1,1,1,1,2,1,3,1,M,Hindu,4,1,3,1,1,1,3,1,5,2,3,4,4,2,1,1,1,1,1,2,1,3,1,7,6,6,6,1,1,C8,Z09A35,9A,8C,7/8/2003,NA,1/14/2016,12.52876712
6301,C0839,8,C,8C,Hindu,Friends,Friend1,1,3,M,39,6,7,6,7,7,7,6,5,7,6,6,5,4,Shudra,1,1,1,1,1,2,1,1,3,1,1,2,1,3,4,6,7,1,1,1,1,1,2,1,2,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8,Z09A36,9A,8C,5/30/2002,5/29/2002,1/14/2016,13.63561644
6309,C0840,8,C,8C,Hindu,Friends,Friend1,1,4,M,40,3,7,6,6,7,7,7,6,6,6,6,5,8,don't know,1,1,1,2,1,1,1,1,3,1,3,2,1,3,4,6,4,1,1,1,1,1,2,1,4,3,M,Muslim,1,1,1,1,3,1,2,1,1,2,1,4,2,2,1,1,2,2,1,2,1,4,3,6,5,7,7,1,0,C8,Z09A37,9A,8C,11/26/2002,NA,1/14/2016,13.14246575
6316,C0841,8,C,8C,Hindu,Friends,Friend1,1,19,F,41,4,6,7,6,7,5,7,7,6,7,6,6,1,Brahmin,2,1,1,1,2,1,2,2,3,1,5,2,1,1,3,3,2,1,1,1,1,1,2,2,4,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,C8,Z09A38,9A,8C,10/20/2001,10/20/2001,1/14/2016,14.24383562
6323,C0842,8,C,8C,other,Friends,Friend1,1,43,F,42,1,4,7,3,5,4,6,7,2,4,4,3,NA,Bohra,2,1,1,3,2,2,1,1,1,3,3,3,NA,1,4,1,2,1,1,2,1,3,2,1,5,1,F,Muslim,1,2,1,1,1,1,3,1,2,5,1,4,3,3,2,1,1,3,1,1,1,5,3,6,7,6,7,1,0,C8,Z09A39,9A,8C,4/23/2002,4/23/2002,1/14/2016,13.7369863
6330,C0843,8,C,8C,Muslim,Friends,Friend1,1,42,F,43,4,6,7,6,6,7,7,7,6,6,6,5,NA,Mehedviya/Sunni,2,1,2,1,1,1,1,2,3,1,2,5,2,1,4,3,3,2,1,1,3,1,1,1,5,3,F,other,1,1,3,2,2,1,1,3,3,3,1,4,1,2,1,1,2,1,3,2,1,5,1,4,7,5,4,1,0,C8,Z09A40,9A,8C,9/10/2002,NA,1/14/2016,13.35342466
6337,C0844,8,C,8C,Hindu,Friends,Friend1,1,7,F,44,4,4,7,6,6,6,7,7,6,6,4,5,8,NA,2,1,3,2,1,1,1,1,4,1,5,2,1,1,4,2,2,2,1,1,3,1,1,2,5,3,M,Hindu,2,3,2,1,2,1,4,1,1,3,1,3,2,2,1,1,1,1,1,2,1,5,3,7,6,7,5,0,1,C8,Z09A41,9A,8C,11/2/2002,11/2/2002,1/14/2016,13.20821918
6344,C0845,8,C,8C,Hindu,Friends,Friend1,1,43,F,45,4,4,7,5,7,6,7,7,4,4,6,6,8,NA,2,4,1,2,3,2,1,1,4,1,5,2,1,1,4,4,4,1,1,1,3,1,2,1,3,3,F,Muslim,1,2,1,1,1,1,3,1,2,5,1,4,3,3,2,1,1,3,1,1,1,5,3,6,7,6,7,1,0,C8,Z09A42,9A,8C,11/2/2002,11/2/2002,1/14/2016,13.20821918
6351,C0847,8,C,8C,Hindu,Friends,Friend1,1,41,F,47,6,1,7,7,7,6,7,6,6,6,7,7,1,brahmin,2,1,4,3,1,2,1,2,3,1,4,2,1,1,4,4,4,1,2,1,1,1,2,1,5,3,F,Hindu,1,1,1,2,1,2,3,1,5,2,1,3,3,2,1,1,1,1,1,2,2,4,3,6,7,7,5,1,1,C8,Z09A44,9A,8C,12/13/2002,NA,1/14/2016,13.09589041
6358,C0850,8,C,8C,Muslim,Friends,Friend1,1,41,F,50,6,6,6,4,6,7,6,7,7,7,6,4,8,NA,2,1,1,2,1,1,1,1,4,1,1,3,2,2,4,3,4,1,1,1,1,1,2,1,3,2,F,Hindu,1,1,1,2,1,2,3,1,5,2,1,3,3,2,1,1,1,1,1,2,2,4,3,6,7,7,5,1,0,C8,Z09A47,9A,8C,4/26/2003,4/26/2003,1/14/2016,12.72876712
6365,C0851,8,C,8C,Muslim,Friends,Friend1,1,54,F,51,4,1,6,5,5,6,7,7,6,6,6,4,6,NA,2,2,1,2,3,1,2,2,4,1,1,5,2,1,4,4,4,5,1,1,3,1,2,1,5,2,F,Hindu,1,1,1,1,1,1,4,1,1,1,2,4,4,4,2,1,1,3,1,3,4,5,2,5,7,2,7,1,0,C8,Z09A48,9A,8C,7/27/2002,NA,1/14/2016,13.47671233
6371,C0852,8,C,8C,Muslim,Friends,Friend1,1,43,F,52,4,5,7,5,4,7,7,6,6,6,7,5,8,NA,2,2,1,2,1,1,1,2,3,1,1,5,2,1,5,4,4,2,1,1,3,1,1,1,4,4,F,Muslim,1,2,1,1,1,1,3,1,2,5,1,4,3,3,2,1,1,3,1,1,1,5,3,6,7,6,7,1,1,C8,Z09A49,9A,8C,4/10/2003,4/10/2003,1/14/2016,12.77260274
6378,C0854,8,C,8C,Hindu,Friends,Friend1,1,43,F,54,4,5,7,6,2,7,7,7,5,6,4,4,8,NA,2,1,1,1,1,1,1,2,4,1,1,1,2,2,4,4,4,2,1,1,3,1,3,4,5,2,F,Muslim,1,2,1,1,1,1,3,1,2,5,1,4,3,3,2,1,1,3,1,1,1,5,3,6,7,6,7,1,0,C8,Z09A51,9A,8C,1/31/2003,1/31/2003,1/14/2016,12.96164384
6385,C0855,8,C,8C,Muslim,Friends,Friend1,1,48,F,55,4,6,7,5,4,7,7,7,4,5,4,4,8,NA,2,2,1,2,1,1,1,NA,4,1,1,1,2,1,4,4,4,5,4,5,3,5,3,4,5,2,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8,Z09A52,9A,8C,8/29/2002,8/29/2002,1/14/2016,13.38630137
6392,C0857,8,C,8C,Hindu,Friends,Friend1,1,46,F,57,4,1,7,7,7,5,7,7,6,7,4,7,2,NA,2,2,1,1,1,1,2,1,2,2,5,2,1,2,4,4,4,5,1,1,3,1,1,1,5,5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8,Z09B51,9B,8C,11/26/2002,11/26/2002,1/14/2016,13.14246575
6399,C0858,8,C,8C,Hindu,Friends,Friend1,1,51,F,58,5,6,7,6,7,7,6,7,7,7,6,5,2,Luhar,2,1,1,2,1,1,1,1,3,1,2,1,1,1,6,4,4,2,1,1,2,1,2,1,5,5,F,Muslim,2,1,2,3,1,2,4,1,1,5,1,4,4,4,5,1,1,3,1,2,1,5,2,1,6,5,6,1,0,C8,Z09A54,9A,8C,1/5/2003,1/5/2003,1/14/2016,13.03287671
6406,C0859,8,C,8C,Hindu,Friends,Friend1,1,51,F,59,6,5,7,6,6,6,6,7,6,5,5,6,8,NA,2,2,2,1,1,2,1,1,2,1,5,2,1,1,4,3,3,3,1,1,1,1,1,1,1,2,F,Muslim,2,1,2,3,1,2,4,1,1,5,1,4,4,4,5,1,1,3,1,2,1,5,2,1,6,5,6,1,0,C8,Z09A55,9A,8C,10/28/2002,10/28/2002,1/14/2016,13.22191781
6413,C0861,8,C,8C,Hindu,Friends,Friend1,1,42,F,61,6,2,7,7,6,6,5,5,6,6,5,5,8,NA,2,2,2,1,1,3,1,1,2,1,5,3,1,2,6,3,3,2,2,1,1,1,1,1,1,1,F,other,1,1,3,2,2,1,1,3,3,3,1,4,1,2,1,1,2,1,3,2,1,5,1,4,7,5,4,1,0,C8,Z09A56,9A,8C,7/4/2003,7/4/2003,1/14/2016,12.53972603
6420,C0862,8,C,8C,Muslim,Friends,Friend1,1,48,F,62,6,3,6,6,4,7,6,6,6,4,6,5,6,Muslim (Suni),2,2,4,3,1,2,2,2,4,1,1,5,2,2,4,2,2,5,3,3,3,5,2,1,5,1,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8,Z09A57,9A,8C,10/27/2002,10/27/2002,1/14/2016,13.22465753
6427,C0863,8,C,8C,Hindu,Friends,Friend1,1,45,F,63,6,6,6,6,7,7,6,7,6,7,6,6,2,Kshatriya,2,1,1,2,1,1,1,NA,4,1,4,2,1,2,4,4,4,1,1,1,1,1,2,1,4,2,F,Hindu,4,1,2,3,2,1,4,1,5,2,1,4,4,4,1,1,1,3,1,2,1,3,3,4,7,7,6,1,1,C8,Z09A58,9A,8C,7/9/2002,7/9/2002,1/14/2016,13.5260274
6434,C0864,8,C,8C,Hindu,Friends,Friend1,1,41,F,64,6,2,7,6,7,5,7,6,6,6,3,2,1,NA,2,1,2,1,3,1,1,1,4,1,4,3,1,2,4,4,4,1,1,1,1,1,2,2,3,3,F,Hindu,1,1,1,2,1,2,3,1,5,2,1,3,3,2,1,1,1,1,1,2,2,4,3,6,7,7,5,1,1,C8,Z09A59,9A,8C,1/11/2003,1/11/2003,1/14/2016,13.01643836
6441,C0865,8,C,8C,Hindu,Friends,Friend1,1,41,F,65,3,4,6,6,7,6,7,5,6,6,6,4,1,Brahmin,2,1,1,1,1,1,1,1,3,1,2,1,1,1,4,4,4,2,1,1,1,1,1,1,2,3,F,Hindu,1,1,1,2,1,2,3,1,5,2,1,3,3,2,1,1,1,1,1,2,2,4,3,6,7,7,5,1,1,C8,Z09A60,9A,8C,9/12/2002,9/12/2002,1/14/2016,13.34794521
6448,C0867,8,C,8C,Hindu,Friends,Friend1,1,11,F,67,4,6,7,5,7,5,7,5,6,4,7,7,1,Brahmin,2,1,2,1,1,1,1,1,3,1,3,1,1,1,4,4,3,1,1,1,1,1,1,1,2,3,M,Hindu,3,1,2,2,2,1,2,1,3,2,2,4,3,3,1,1,1,1,1,2,1,4,3,6,5,6,6,0,1,C8,Z09A62,9A,8C,4/29/2002,4/29/2002,1/14/2016,13.72054795
6455,C0869,8,C,8C,Hindu,Friends,Friend1,1,5,F,69,5,6,7,6,7,5,7,6,6,6,4,4,1,brahmin,2,1,1,2,2,1,2,1,3,1,4,3,1,1,4,3,3,1,1,1,1,1,2,1,5,3,M,Hindu,1,1,2,2,3,1,3,3,4,2,2,4,1,1,1,1,1,1,1,2,1,5,3,7,6,7,7,0,1,C8,Z09A64,9A,8C,10/5/2002,10/5/2002,1/14/2016,13.28493151
6462,C0870,8,C,8C,Hindu,Friends,Friend1,1,41,F,70,6,6,7,6,7,4,7,7,6,6,7,5,7,Jain-Swetembar,2,1,2,1,1,1,1,1,4,1,3,1,1,1,4,4,4,2,3,3,1,2,1,1,5,3,F,Hindu,1,1,1,2,1,2,3,1,5,2,1,3,3,2,1,1,1,1,1,2,2,4,3,6,7,7,5,1,1,C8,Z09A65,9A,8C,9/29/2002,NA,1/14/2016,13.30136986
6469,C0872,8,C,8C,Muslim,Friends,Friend1,1,42,F,72,5,4,7,4,6,7,7,6,5,4,4,3,NA,Muslim,2,2,1,2,1,2,1,2,3,1,2,2,2,1,4,4,4,2,1,1,2,2,1,1,3,3,F,other,1,1,3,2,2,1,1,3,3,3,1,4,1,2,1,1,2,1,3,2,1,5,1,4,7,5,4,1,0,C8,Z09A66,9A,8C,7/18/2002,7/18/2002,1/14/2016,13.50136986
6476,CO817,8,C,8C,Muslim,Friends,Friend1,1,4,M,17,6,7,1,6,3,7,7,5,5,2,6,7,7,Muslims,1,1,2,3,1,2,1,1,4,3,1,1,2,1,4,3,7,3,2,1,2,1,2,3,4,1,M,Muslim,1,1,1,1,3,1,2,1,1,2,1,4,2,2,1,1,2,2,1,2,1,4,3,6,5,7,7,1,1,C8,NA,NA,NA,NA,NA,1/14/2016,NA
6483,CO820,8,C,8C,Hindu,Friends,Friend1,1,5,M,20,4,6,4,6,7,7,7,7,7,1,2,2,3,Vaishya,1,4,1,1,2,4,1,1,3,4,5,4,1,3,4,4,4,1,1,1,3,1,5,3,4,5,M,Hindu,1,1,2,2,3,1,3,3,4,2,2,4,1,1,1,1,1,1,1,2,1,5,3,7,6,7,7,1,1,C8,NA,NA,NA,NA,NA,1/14/2016,NA
6487,A0901,9,A,9A,Hindu,Friends,Friend1,1,2,M,1,4,7,6,3,6,6,5,5,5,6,5,5,3,NA,1,4,1,2,1,3,2,2,3,1,5,1,1,2,4,3,2,2,1,1,1,2,1,1,4,2,M,Hindu,1,1,1,1,1,1,3,1,3,3,2,3,2,2,1,1,1,5,1,1,1,3,1,7,1,7,6,1,1,A9,Z10B01,10B,9A,10/20/2001,10/20/2002,1/14/2016,14.24383562
6494,A0902,9,A,9A,Hindu,Friends,Friend1,1,1,M,2,5,7,1,6,7,6,7,6,5,5,6,6,6,NA,1,1,1,1,1,1,1,1,3,1,3,3,1,2,3,2,2,1,1,1,5,1,1,1,3,1,M,Hindu,4,1,2,1,3,2,3,1,5,1,2,4,3,2,2,1,1,1,2,1,1,4,2,7,6,6,6,1,1,A9,Z10B02,10B,9A,6/26/2001,6/26/2001,1/14/2016,14.56164384
6501,A0903,9,A,9A,Muslim,Friends,Friend1,1,4,M,3,6,5,4,7,4,7,6,5,5,4,5,3,7,Aalvibohra,1,1,1,NA,1,1,1,1,3,1,1,3,2,1,4,3,3,3,1,1,2,2,2,1,2,2,M,Hindu,2,1,2,1,2,1,4,1,4,2,1,4,2,2,1,1,1,2,1,1,1,5,5,7,7,7,6,1,0,A9,Z10B03,10B,9A,2/15/2002,2/15/2002,1/14/2016,13.92054795
6508,A0904,9,A,9A,Hindu,Friends,Friend1,1,6,M,4,3,7,7,7,7,6,7,7,6,6,4,6,7,NA,1,2,1,2,1,2,1,1,4,1,4,2,1,1,4,2,2,1,1,1,2,1,1,1,5,5,M,Hindu,1,1,2,1,1,2,3,1,2,1,1,6,4,4,2,1,1,3,1,2,1,5,2,5,4,4,4,1,1,A9,Z10B04,10B,9A,2/25/2002,2/25/2002,1/14/2016,13.89315068
6515,A0905,9,A,9A,Muslim,Friends,Friend1,1,2,M,5,4,6,4,6,6,6,6,6,5,6,4,3,7,Bohra,1,2,1,1,2,2,2,2,3,1,1,2,2,2,4,3,3,2,1,1,1,1,1,1,4,2,M,Hindu,1,1,1,1,1,1,3,1,3,3,2,3,2,2,1,1,1,5,1,1,1,3,1,7,1,7,6,1,0,A9,Z10B06,10B,9A,6/25/2001,NA,1/14/2016,14.56438356
6520,A0906,9,A,9A,Hindu,Friends,Friend1,1,1,M,6,4,5,4,4,4,4,4,5,4,4,4,3,3,NA,1,1,1,2,1,1,2,4,3,1,2,1,1,1,6,4,4,2,1,1,3,1,2,1,5,2,M,Hindu,4,1,2,1,3,2,3,1,5,1,2,4,3,2,2,1,1,1,2,1,1,4,2,7,6,6,6,1,1,A9,Z10B07,10B,9A,6/19/2001,6/19/2001,1/14/2016,14.58082192
6527,A0908,9,A,9A,Hindu,Friends,Friend1,1,7,M,8,4,5,4,4,6,6,4,3,5,5,4,4,1,NA,1,1,1,1,1,1,1,4,3,3,3,2,1,3,4,4,4,1,1,1,1,1,1,1,5,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A9,Z10B09,10B,9A,5/19/2001,NA,1/14/2016,14.66575342
6533,A0909,9,A,9A,Muslim,Friends,Friend1,1,3,M,9,5,6,6,6,6,6,7,7,6,6,7,6,7,Alavi Vohra,1,1,1,1,1,1,1,1,3,1,1,1,2,1,4,4,4,1,1,1,1,1,1,1,4,2,M,Muslim,1,1,NA,1,1,1,3,1,1,3,1,4,3,3,3,1,1,2,2,2,1,2,2,5,4,4,7,1,1,A9,Z10B10,10B,9A,6/9/2001,6/9/2001,1/14/2016,14.60821918
6540,A0910,9,A,9A,Hindu,Friends,Friend1,1,8,M,10,4,7,4,6,7,4,6,6,6,6,3,6,1,NA,1,1,2,2,2,2,1,4,3,1,5,2,1,1,4,6,1,2,1,1,1,1,5,1,4,3,M,Hindu,1,1,1,1,1,1,3,3,3,2,3,4,4,4,1,1,1,1,1,1,1,5,3,5,4,6,6,1,1,A9,Z10B11,10B,9A,1/11/2002,1/11/2002,1/14/2016,14.01643836
6543,A0911,9,A,9A,Muslim,Friends,Friend1,1,6,M,11,4,6,3,6,6,5,6,7,5,6,4,4,6,NA,1,1,1,1,2,3,1,1,3,1,1,1,2,2,4,2,2,1,1,1,3,1,1,3,4,2,M,Hindu,1,1,2,1,1,2,3,1,2,1,1,6,4,4,2,1,1,3,1,2,1,5,2,5,4,4,4,1,0,A9,Z10B12,10B,9A,10/25/2001,10/25/2001,1/14/2016,14.23013699
6550,A0912,9,A,9A,other,Friends,Friend1,1,4,M,12,4,7,5,7,6,6,4,6,4,5,6,4,8,DON'T KNOW,1,4,4,3,1,3,2,1,2,1,1,2,3,1,4,4,4,2,1,2,3,2,1,1,2,3,M,Hindu,2,1,2,1,2,1,4,1,4,2,1,4,2,2,1,1,1,2,1,1,1,5,5,7,7,7,6,1,0,A9,Z10B14,10B,9A,11/28/2001,NA,1/14/2016,14.1369863
6557,A0913,9,A,9A,Muslim,Friends,Friend1,1,3,M,13,6,4,4,6,4,4,6,6,6,6,6,4,6,NA,1,1,1,1,1,1,1,1,3,1,1,2,2,1,4,4,4,2,1,1,3,1,1,1,5,3,M,Muslim,1,1,NA,1,1,1,3,1,1,3,1,4,3,3,3,1,1,2,2,2,1,2,2,5,4,4,7,1,1,A9,Z10B15,10B,9A,4/23/2002,4/23/2002,1/14/2016,13.7369863
6564,A0914,9,A,9A,Muslim,Friends,Friend1,1,6,M,14,3,6,6,5,4,6,6,5,5,5,6,4,7,NA,1,1,2,2,2,1,1,1,3,1,1,1,2,1,4,4,4,1,1,1,2,1,1,1,4,2,M,Hindu,1,1,2,1,1,2,3,1,2,1,1,6,4,4,2,1,1,3,1,2,1,5,2,5,4,4,4,1,0,A9,NA,NA,9A,NA,NA,1/14/2016,NA
6571,A0915,9,A,9A,Muslim,Friends,Friend1,1,3,M,15,5,6,6,6,6,7,6,6,5,6,5,5,7,Sunni,1,1,1,2,1,1,1,2,4,1,1,1,2,1,4,4,4,2,1,1,1,1,1,1,4,2,M,Muslim,1,1,NA,1,1,1,3,1,1,3,1,4,3,3,3,1,1,2,2,2,1,2,2,5,4,4,7,1,1,A9,Z10B17,10B,9A,4/15/2001,4/15/2001,1/14/2016,14.75890411
6578,A0916,9,A,9A,Hindu,Friends,Friend1,1,8,M,16,4,5,4,5,6,6,6,5,5,4,4,5,8,NA,1,2,1,2,1,2,1,2,3,1,5,1,1,2,4,4,4,2,1,1,4,1,2,1,5,3,M,Hindu,1,1,1,1,1,1,3,3,3,2,3,4,4,4,1,1,1,1,1,1,1,5,3,5,4,6,6,1,1,A9,Z10B18,10B,9A,4/2/2002,4/2/2002,1/14/2016,13.79452055
6585,A0917,9,A,9A,Muslim,Friends,Friend1,1,3,M,17,4,7,7,6,6,7,7,7,5,6,6,6,7,NA,1,1,1,1,2,2,1,2,4,1,1,1,2,1,4,1,7,1,1,1,2,1,1,1,5,5,M,Muslim,1,1,NA,1,1,1,3,1,1,3,1,4,3,3,3,1,1,2,2,2,1,2,2,5,4,4,7,1,1,A9,Z10A11,10A,9A,2/4/2002,NA,1/14/2016,13.95068493
6592,A0918,9,A,9A,Hindu,Friends,Friend1,1,1,M,18,4,6,6,6,6,6,4,5,4,4,4,4,2,NA,1,5,3,2,2,4,1,4,4,1,5,2,1,2,4,2,2,2,1,1,1,1,2,1,5,4,M,Hindu,4,1,2,1,3,2,3,1,5,1,2,4,3,2,2,1,1,1,2,1,1,4,2,7,6,6,6,1,1,A9,Z10B20,10B,9A,3/29/2001,3/29/2001,1/14/2016,14.80547945
6599,A0919,9,A,9A,Muslim,Friends,Friend1,1,5,M,19,4,6,2,3,5,7,6,5,4,5,6,6,6,Alvi vohra,1,3,1,2,2,1,2,1,3,1,1,1,2,1,3,2,2,2,2,2,4,2,2,1,4,3,M,Muslim,2,1,1,2,2,2,3,1,1,2,2,4,3,3,2,1,1,1,1,1,1,4,2,6,4,6,6,1,1,A9,Z10B21,10B,9A,10/1/2001,NA,1/14/2016,14.29589041
6606,A0920,9,A,9A,Hindu,Friends,Friend1,1,4,M,20,4,6,6,6,6,5,6,6,5,4,6,5,2,NA,1,1,1,2,2,1,2,1,3,1,2,1,1,1,3,4,4,1,1,1,2,2,1,1,4,2,M,Hindu,2,1,2,1,2,1,4,1,4,2,1,4,2,2,1,1,1,2,1,1,1,5,5,7,7,7,6,1,1,A9,Z10B22,10B,9A,4/16/2002,4/16/2002,1/14/2016,13.75616438
6613,A0921,9,A,9A,Hindu,Friends,Friend1,1,4,M,21,4,6,6,3,7,4,6,5,4,4,4,4,1,NA,1,1,1,1,1,2,1,2,3,1,4,2,1,2,3,2,2,2,1,1,2,1,2,2,2,1,M,Hindu,2,1,2,1,2,1,4,1,4,2,1,4,2,2,1,1,1,2,1,1,1,5,5,7,7,7,6,1,1,A9,Z10B24,10B,9A,8/18/2001,8/18/2001,1/14/2016,14.41643836
6620,A0922,9,A,9A,Hindu,Friends,Friend1,1,4,M,22,7,7,4,7,7,7,7,6,5,6,6,6,1,NA,1,4,4,4,1,4,1,2,4,1,5,2,1,2,4,4,4,2,1,1,1,1,1,1,5,5,M,Hindu,2,1,2,1,2,1,4,1,4,2,1,4,2,2,1,1,1,2,1,1,1,5,5,7,7,7,6,1,1,A9,Z10B25,10B,9A,8/31/2000,8/31/2000,1/14/2016,15.38082192
6627,A0923,9,A,9A,Hindu,Friends,Friend1,1,1,M,23,7,7,7,7,7,7,7,7,7,7,7,3,1,NA,1,1,1,1,1,1,1,4,1,1,5,3,1,1,4,4,4,1,1,1,1,1,1,1,5,3,M,Hindu,4,1,2,1,3,2,3,1,5,1,2,4,3,2,2,1,1,1,2,1,1,4,2,7,6,6,6,1,1,A9,Z10B26,10B,9A,9/24/2001,9/24/2001,1/14/2016,14.31506849
6634,A0924,9,A,9A,Hindu,Friends,Friend1,1,1,M,24,6,6,5,5,7,6,7,7,6,7,6,5,NA,SCEB,1,1,1,1,1,1,2,1,3,2,3,3,1,2,4,3,3,1,1,1,2,2,2,3,4,3,M,Hindu,4,1,2,1,3,2,3,1,5,1,2,4,3,2,2,1,1,1,2,1,1,4,2,7,6,6,6,1,1,A9,Z10C24,10C,9A,7/30/2001,7/30/2001,1/14/2016,14.46849315
6641,A0925,9,A,9A,Hindu,Friends,Friend1,1,4,M,25,6,5,5,6,6,5,4,5,4,5,6,4,8,NA,1,3,2,2,2,2,1,1,4,1,5,3,1,2,5,4,4,2,1,1,2,1,1,2,4,2,M,Hindu,2,1,2,1,2,1,4,1,4,2,1,4,2,2,1,1,1,2,1,1,1,5,5,7,7,7,6,1,1,A9,Z10B27,10B,9A,10/31/2001,10/31/2001,1/14/2016,14.21369863
6648,A0926,9,A,9A,Hindu,Friends,Friend1,1,7,M,26,6,6,6,7,7,6,7,7,6,5,6,6,8,NA,1,1,1,1,1,1,1,1,3,1,5,3,1,2,4,3,3,1,1,1,1,1,3,1,5,4,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A9,Z10B28,10B,9A,8/17/2001,8/17/2001,1/14/2016,14.41917808
6655,A0927,9,A,9A,Hindu,Friends,Friend1,1,8,M,27,7,6,4,7,7,6,6,6,6,6,6,5,1,NA,1,3,1,1,2,3,1,1,2,1,2,2,1,2,4,4,4,2,1,1,3,1,1,1,5,2,M,Hindu,1,1,1,1,1,1,3,3,3,2,3,4,4,4,1,1,1,1,1,1,1,5,3,5,4,6,6,1,1,A9,Z10B29,10B,9A,6/23/2001,6/23/2001,1/14/2016,14.56986301
6662,A0928,9,A,9A,Hindu,Friends,Friend1,1,1,M,28,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,3,1,2,1,3,1,1,4,2,5,3,1,2,7,7,7,2,1,1,2,1,1,1,2,2,M,Hindu,4,1,2,1,3,2,3,1,5,1,2,4,3,2,2,1,1,1,2,1,1,4,2,7,6,6,6,1,1,A9,Z10B30,10B,9A,8/16/2001,8/16/2001,1/14/2016,14.42191781
6685,A0929,9,A,9A,Muslim,Friends,Friend1,1,1,M,29,3,7,7,5,6,6,7,6,6,4,5,4,7,Shiya,1,4,2,3,3,2,1,2,3,1,1,2,2,2,3,2,2,1,1,1,2,2,1,2,4,2,M,Hindu,4,1,2,1,3,2,3,1,5,1,2,4,3,2,2,1,1,1,2,1,1,4,2,7,6,6,6,1,0,A9,Z10B31,10B,9A,5/17/2002,5/17/2002,1/14/2016,13.67123288
